"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","comparison"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PIGT",-2.46814495241976,4.5521771203915,-12.2437417977609,1.8176482074808e-19,2.91514419515771e-15,33.7794795789291,"PIGT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IMP3",-3.04395707883735,3.51075852248814,-10.5409143582788,2.18699489806712e-16,1.19834925371795e-12,26.8406932853049,"IMP3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PHACTR1",5.32166065908916,7.27848729276437,10.4733030364532,2.98877479415875e-16,1.19834925371795e-12,26.5311139081162,"PHACTR1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC00923",-5.73549873097597,1.80205694880941,-10.5068317336713,2.54887833985984e-16,1.19834925371795e-12,26.3499161581053,"LINC00923","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LGALS3BP",-4.7536296151094,4.16012162467756,-10.1645258477576,1.11997963037561e-15,3.34164576562415e-12,25.3077668911426,"LGALS3BP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPR",-3.78044539746306,1.2612592349227,-10.1323739987089,1.25014806046545e-15,3.34164576562415e-12,25.0380880584538,"SPR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.STMN1",-4.80190878087924,3.74725907204767,-10.063403424791,1.70156570594836e-15,3.89853011314284e-12,24.835328060487,"STMN1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SOX2",-5.18070135441598,-0.0219306087756726,-9.88831038604921,3.56414387761715e-15,7.14521743865298e-12,23.5987292937519,"SOX2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TM9SF1",-2.00643564229677,3.70249827928532,-9.63186908051066,1.07628486582363e-14,1.69014731795224e-11,23.0797896960795,"TM9SF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HINT2",-2.93576428526616,2.81311436395723,-9.61467788837202,1.15922312616751e-14,1.69014731795224e-11,22.9934889986865,"HINT2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CFAP58-DT",-5.8594319388651,-0.0930260400407102,-9.75287316239011,6.3858769512991e-15,1.1379632727215e-11,22.8519941069317,"CFAP58-DT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPDPF",-3.91934040308234,4.86667386128024,-9.5154731934407,1.7996180343646e-14,2.40518950292828e-11,22.6028013499694,"PPDPF","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CHMP5",-2.30623283534941,5.01616589738481,-9.47378380071364,2.13143462810372e-14,2.62953450504057e-11,22.4363300119382,"CHMP5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EMC7",-2.2330819348674,4.79333497743447,-9.41181209244859,2.78716047595847e-14,3.19289140810157e-11,22.1740895020275,"EMC7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CDK4",-2.29343291997017,4.0059196170875,-9.37598839025515,3.25491588988276e-14,3.48015606946265e-11,22.0174888373392,"CDK4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BAG1",-2.83780012943051,4.54533579560349,-9.34288617013475,3.75684661272063e-14,3.76576912342584e-11,21.8815418071838,"BAG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LMAN2",-2.14966326623482,5.10597060469967,-9.31732962908939,4.19686706813515e-14,3.95937376698539e-11,21.773629296979,"LMAN2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SDHAF1",-3.09764959127035,2.09352505936307,-9.19740695306132,7.0601346808631e-14,6.11220834716947e-11,21.2219803929433,"SDHAF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RNF6",-1.80641042528627,3.83951746842519,-9.17975888139944,7.62215780916507e-14,6.11220834716947e-11,21.1760146048048,"RNF6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ABCB4",-4.579068684742,1.87090298594249,-9.18533724878847,7.44008581375481e-14,6.11220834716947e-11,21.0174623637811,"ABCB4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CISD3",-2.40280730396507,3.38749729604208,-9.11511195579121,1.00920154768359e-13,7.70741639130925e-11,20.9012207045534,"CISD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SDF2",-1.81466676595492,4.54297191733493,-9.08366917940399,1.15689143111131e-13,7.80411755071424e-11,20.7829458017659,"SDF2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ERP29",-2.53125839671934,5.48226515786825,-9.08042953672594,1.17328867863956e-13,7.80411755071424e-11,20.7694933561434,"ERP29","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLP2",-2.96060441487734,3.92419925006538,-9.07210396759927,1.2165041698956e-13,7.80411755071424e-11,20.7318418131281,"PLP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTGER1",-4.56269047302827,0.179240296764929,-9.08861056814308,1.13232199869593e-13,7.80411755071424e-11,20.5424322735368,"PTGER1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BCAP31",-2.73485129754715,5.08367206899663,-9.02632025393644,1.48428628946657e-13,9.15576288864032e-11,20.5415503901488,"BCAP31","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NDUFA2",-3.31468158868174,4.04488962680916,-9.00511029923322,1.62768663273308e-13,9.36701029971008e-11,20.4486515922444,"NDUFA2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SMIM15",-2.46876850297733,3.4416464959685,-9.00402304795271,1.63534286314929e-13,9.36701029971008e-11,20.4376111622562,"SMIM15","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NDUFB9",-2.61947299033617,5.28334517553628,-8.97810178004494,1.83041751590821e-13,1.01228400414262e-10,20.3367535786729,"NDUFB9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COA3",-3.03819464782572,2.99472069457042,-8.93619597558079,2.19629660639669e-13,1.17414016577967e-10,20.1456229573158,"COA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ANAPC13",-2.76562274488042,3.34203307858998,-8.90617362191401,2.50266936605423e-13,1.29476810621864e-10,20.0243402730842,"ANAPC13","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GET3",-2.57528481534684,3.43077144189593,-8.85113412033216,3.17981549199975e-13,1.59368377689662e-10,19.7886466853623,"GET3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATP6V1G1",-2.86143703212872,5.94653598056688,-8.84054766036108,3.32983862506476e-13,1.61830157178147e-10,19.746350912838,"ATP6V1G1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DYM",1.29764576243257,7.99596239483855,8.81207370642068,3.76901718208e-13,1.77786757547644e-10,19.6228743278809,"DYM","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MRPL34",-3.18445496672713,4.03435529390648,-8.79819735387569,4.00380332054694e-13,1.8346570758552e-10,19.5731231130979,"MRPL34","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ANAPC11",-3.13309839697414,4.3162582589544,-8.77943045312496,4.34461493120138e-13,1.93552595185022e-10,19.4936353108271,"ANAPC11","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SUPT4H1",-3.00835239315437,3.20848129173861,-8.76754819916153,4.57512137882448e-13,1.98312963982668e-10,19.4343978903505,"SUPT4H1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CDK5",-3.19472331073816,1.46129908696262,-8.75819900982662,4.7651816211217e-13,2.01115744314605e-10,19.3468494812007,"CDK5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MRPL58",-1.5523856161146,3.43147120929849,-8.72951993934927,5.39894411628203e-13,2.2202119419726e-10,19.2752257604032,"MRPL58","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.G6PC3",-2.133381765652,3.27733930213651,-8.7172021095952,5.69643074099536e-13,2.23298219545739e-10,19.2229601925668,"G6PC3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AURKAIP1",-3.17117781338255,4.05443094284163,-8.69855141981768,6.1785769178755e-13,2.334984997115e-10,19.1495740567719,"AURKAIP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DUT",-1.9220350862891,5.72663023666788,-8.69181985008661,6.36218831798556e-13,2.334984997115e-10,19.1150533628938,"DUT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RAD23A",-2.17188534380872,5.36117339415648,-8.69024422082673,6.40599450511659e-13,2.334984997115e-10,19.1124091563433,"RAD23A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AK1",-2.52344816108968,3.23810130847348,-8.66854535934636,7.04090076396539e-13,2.50937703227727e-10,19.0189387785017,"AK1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EMC4",-2.7006466247008,4.12336474219215,-8.65886417489067,7.3441322387567e-13,2.56054767054739e-10,18.9820274987617,"EMC4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WNT3",-4.81321920717654,0.446154815270268,-8.7167248078386,5.70845928505754e-13,2.23298219545739e-10,18.9593237189434,"WNT3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM9",-2.26237144762653,3.63457735728672,-8.64507493376152,7.79873860240643e-13,2.66119510011477e-10,18.9234812505965,"TMEM9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NDUFA7",-2.88448296353927,4.55076126957457,-8.62052479816374,8.67893955967032e-13,2.89985068037485e-10,18.8175115275812,"NDUFA7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NGRN",-2.37690541198005,5.08282870213378,-8.61360927163191,8.94436778245348e-13,2.92754633663243e-10,18.784999055737,"NGRN","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMED4",-2.28540632537325,5.65741142335223,-8.58053318507479,1.03306477501972e-12,3.31365857235326e-10,18.6386088283817,"TMED4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LENG1",-2.27403292884453,2.90416655484144,-8.54392643894278,1.21168995080536e-12,3.73013104904834e-10,18.4755658545815,"LENG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSENEN",-3.69438487355187,3.10564727894029,-8.54135304197825,1.23267829903705e-12,3.73013104904834e-10,18.4740207365651,"PSENEN","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.STBD1",-3.21579135713033,1.62604361623815,-8.52148553777231,1.33614902372903e-12,3.96836260047523e-10,18.3779454861334,"STBD1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CENPX",-2.69661645023004,2.93792246844108,-8.49998242431751,1.46738961515122e-12,4.27890811778097e-10,18.2992045407959,"CENPX","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GNG11",-4.7535814158094,4.39102494208536,-8.49302867368736,1.54308484561011e-12,4.38903498144831e-10,18.2578442727946,"GNG11","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMED1",-3.29753800112003,2.30015123938511,-8.47931398728623,1.60567564801776e-12,4.38903498144831e-10,18.2043305424003,"TMED1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MIEN1",-3.25386216546413,3.34557392103834,-8.47435251844344,1.6408143688317e-12,4.38903498144831e-10,18.1975312824214,"MIEN1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PEBP1",-3.21291956911837,6.02479522723668,-8.47471261959314,1.65191277428174e-12,4.38903498144831e-10,18.1739350661562,"PEBP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KDELR1",-3.04983946158735,5.41397461414325,-8.47051623219687,1.67742239151083e-12,4.38903498144831e-10,18.170172676722,"KDELR1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AGT",-4.90307202953716,0.923168923882713,-8.54475579672143,1.20731947484356e-12,3.73013104904834e-10,18.1669933208148,"AGT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PUF60",-2.45083364549911,3.93311302002165,-8.46665677124163,1.69672134212367e-12,4.38903498144831e-10,18.1663553891925,"PUF60","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM97",-2.64303236582,1.3975003557042,-8.47380743947966,1.64466877490436e-12,4.38903498144831e-10,18.1414353877606,"TMEM97","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DDOST",-2.42889397574832,4.27316653102151,-8.43855325378709,1.91776414962159e-12,4.88207959232239e-10,18.0472584767071,"DDOST","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CD320",-2.65509090117145,3.40476275262452,-8.4341624561544,1.95481069121345e-12,4.8986334165127e-10,18.0288520854951,"CD320","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BSG",-3.10597861999353,5.79615044279341,-8.42244713190052,2.07165172602872e-12,5.11156159723825e-10,17.9575241286421,"BSG","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EXOSC4",-3.2992008835814,2.32759419339275,-8.39423741209114,2.3262859617014e-12,5.65287488693439e-10,17.8384088194571,"EXOSC4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GGH",-2.67941062962378,2.01752588480183,-8.38556049609481,2.41592998515851e-12,5.78308732865256e-10,17.7975115031787,"GGH","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SYS1",-1.79942674074056,3.49189925971433,-8.37468820036711,2.53314704316459e-12,5.97450180562849e-10,17.7740704295113,"SYS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSMC5",-2.30091662601317,4.60570386076144,-8.35518033257195,2.75790558321615e-12,6.41033184690154e-10,17.691721646259,"PSMC5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GADD45GIP1",-3.62966230102694,3.99489675458191,-8.35171167409102,2.82248799614534e-12,6.46672321173985e-10,17.6713313947093,"GADD45GIP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF576",-2.24029364627179,2.55330252900066,-8.34578179047304,2.87320244153096e-12,6.49020010665825e-10,17.6490315320365,"ZNF576","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RPL26L1",-2.57391724860402,3.21259328460122,-8.33958739429339,2.95181502853598e-12,6.57516797606389e-10,17.6262645914495,"RPL26L1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAGLN2",-4.63774696045493,5.14046178182408,-8.33563431659644,3.06089647621999e-12,6.72474762816661e-10,17.5934912098104,"TAGLN2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CNPY2",-1.90738567875382,5.92263027422066,-8.31144667157645,3.33691335380445e-12,7.23208329301565e-10,17.4906035111946,"CNPY2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COMMD5",-2.05906326943542,3.12364678923939,-8.30627940280053,3.41290147612878e-12,7.29814851655379e-10,17.4808641547341,"COMMD5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCDC184",-2.82913956868905,2.49341586293529,-8.30097484006181,3.49270850056592e-12,7.37053407001004e-10,17.4638743584185,"CCDC184","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FUNDC1",-2.37285402906357,2.56317490559498,-8.28458951378056,3.7512004610569e-12,7.81321467460138e-10,17.3918713667997,"FUNDC1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NDUFA3",-3.030460161885,4.50113505870578,-8.24238382012256,4.52839824703064e-12,9.3110834725484e-10,17.207182422938,"NDUFA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATRAID",-2.9748281394963,4.23567022130799,-8.23822155877689,4.59119303008438e-12,9.32070301474599e-10,17.1955604336438,"ATRAID","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRDX4",-3.38788872832161,4.28281857484488,-8.2268143643363,4.86243516933271e-12,9.74796690571975e-10,17.1379851932271,"PRDX4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMCO1",-1.56458583425887,5.77648435728279,-8.18170191974176,5.87295618389899e-12,1.162845324412e-09,16.9414243995158,"TMCO1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSMB5",-2.13207297753911,4.89084572332459,-8.17226180251715,6.11951827158348e-12,1.1968882199958e-09,16.9107984176955,"PSMB5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTRH1",-1.97128324595031,2.89435860451056,-8.16434312106882,6.33430266841547e-12,1.20939935947675e-09,16.8839842040991,"PTRH1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MRPS12",-3.01670447319615,2.69594560886349,-8.16444589303546,6.33146741772771e-12,1.20939935947675e-09,16.8821694239723,"MRPS12","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EBAG9",-1.56207015242451,4.56566555294479,-8.15844004349634,6.49930285813063e-12,1.2263037557494e-09,16.8560612474204,"EBAG9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CUEDC2",-1.97168414229297,4.12829975246767,-8.14044586460107,7.02924135886338e-12,1.31087177806338e-09,16.7827121302713,"CUEDC2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DCTN3",-3.21181390807729,3.84965802090786,-8.11860265773381,7.77080525378895e-12,1.4010376660823e-09,16.6840788819256,"DCTN3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRDX1",-3.49828643296825,5.00511729583293,-8.11915954883913,7.77480685131092e-12,1.4010376660823e-09,16.6789096723868,"PRDX1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSMB3",-2.45409159113234,4.80881880100446,-8.10475088629363,8.21165111227867e-12,1.45889297747982e-09,16.6275815722814,"PSMB3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM205",-2.44320040825075,4.35591780380885,-8.10290890055392,8.27779404855116e-12,1.45889297747982e-09,16.6171269252966,"TMEM205","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAF7",-1.65914334363756,5.92435756251163,-8.10000707138224,8.3830758131442e-12,1.46138880316529e-09,16.5903551086414,"TAF7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POLR3K",-2.65823271453018,2.51807219943685,-8.0954273561358,8.55196162417245e-12,1.47479957557503e-09,16.5849894661538,"POLR3K","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SNX17",-2.11191908022261,3.88474220027443,-8.08344292405454,9.01017138756375e-12,1.52110661803945e-09,16.5426835308463,"SNX17","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CYC1",-2.74248184696696,4.07760435285845,-8.08413065109563,8.98322584729032e-12,1.52110661803945e-09,16.5416822843016,"CYC1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DNASE2",-3.21086460437112,2.72505855385536,-8.07842537117142,9.20922095649696e-12,1.53851547604477e-09,16.5167058584412,"DNASE2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.COX14",-3.25218286286084,3.82955455950399,-8.07482751806717,9.40227730508423e-12,1.5545744682365e-09,16.5000932778523,"COX14","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NHP2",-2.85555316905201,3.59545615383703,-8.04941386260918,1.0449344538594e-11,1.68552770147424e-09,16.3996721110175,"NHP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DBNDD2",-3.40361858920175,3.18726542321067,-8.0458731438155,1.06652134620803e-11,1.68552770147424e-09,16.3804406909933,"DBNDD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TSR2",-2.34864961350855,3.89451506065659,-8.0441419511179,1.06919870077283e-11,1.68552770147424e-09,16.3760969594122,"TSR2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IFI6",-3.96234535015138,4.14380598573935,-8.04678687926514,1.07197796203e-11,1.68552770147424e-09,16.374021670995,"IFI6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATOX1",-2.52791554362695,4.88591112435977,-8.04371750603651,1.07117653912906e-11,1.68552770147424e-09,16.3688790777026,"ATOX1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ETFB",-2.41937080672369,4.39796413772253,-8.03677876573199,1.10403297134818e-11,1.71907580528953e-09,16.3410424804702,"ETFB","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC52A2",-2.29725820719403,2.99551850780485,-8.02334507612671,1.17053267341821e-11,1.79249078966398e-09,16.2891170050004,"SLC52A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TM2D2",-2.6021094555546,3.49331356414696,-8.02180469440583,1.17840915297504e-11,1.79249078966398e-09,16.2832610480343,"TM2D2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPIB",-3.02085984933997,6.07530931373686,-8.00520198884388,1.27550725287987e-11,1.91183040389602e-09,16.1791763519347,"PPIB","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
